Store Name	Product Link	Set Code	Card Name	Foil	Lang	Card Price	Stock	Expected USD Profit	Expected ROI	Weight	Tier
Single Star	https://www.singlestar.jp/product/246178	DMR	Lyra Dawnbringer (Borderless)		EN	2.67	8	0.12	4.49438	0.539325	D
Single Star	https://www.singlestar.jp/product/246179	DMR	Lyra Dawnbringer (Borderless)		JP	2.14	8	0.65	30.3738	19.743	D
Single Star	https://www.singlestar.jp/product/246196	DMR	Time Stretch		EN	3.82	4	0.18	4.71205	0.848168	D
Single Star	https://www.singlestar.jp/product/246197	DMR	Time Stretch		JP	3.67	4	0.33	8.99183	2.9673	D
Single Star	https://www.singlestar.jp/product/246201	DMR	Time Stretch (Borderless)		JP	2.52	7	0.48	19.0476	9.14286	D
Single Star	https://www.singlestar.jp/product/246209	DMR	No Mercy		JP	4.2	4	2.8	66.6667	186.667	D
Single Star	https://www.singlestar.jp/product/246210	DMR	No Mercy (Retro Frame)		EN	6.5	4	1.44	22.1538	31.9015	D
Single Star	https://www.singlestar.jp/product/246211	DMR	No Mercy (Retro Frame)		JP	3.67	4	4.27	116.349	496.809	D
Single Star	https://www.singlestar.jp/product/246212	DMR	No Mercy (Borderless)		EN	5.96	8	2.03	34.0604	69.1426	D
Single Star	https://www.singlestar.jp/product/246213	DMR	No Mercy (Borderless)		JP	2.14	4	5.85	273.364	1599.18	A
Single Star	https://www.singlestar.jp/product/246217	DMR	Vampiric Tutor (Retro Frame)		JP	21.04	4	8.95	42.538	380.715	C
Single Star	https://www.singlestar.jp/product/246219	DMR	Vampiric Tutor (Borderless)		JP	18.36	4	11.63	63.3442	736.693	C
Single Star	https://www.singlestar.jp/product/246222	DMR	Yawgmoth, Thran Physician (Retro Frame)		EN	12.85	4	3.15	24.5136	77.2179	D
Single Star	https://www.singlestar.jp/product/246223	DMR	Yawgmoth, Thran Physician (Retro Frame)		JP	14.15	4	1.85	13.0742	24.1873	D
Single Star	https://www.singlestar.jp/product/246225	DMR	Yawgmoth, Thran Physician (Borderless)		JP	14	4	1	7.14285	7.14285	D
Single Star	https://www.singlestar.jp/product/246255	DMR	Sylvan Library (Retro Frame)		JP	19.74	1	1.52	7.70011	11.7042	D
Single Star	https://www.singlestar.jp/product/246256	DMR	Sylvan Library (Borderless)		EN	22.95	8	4.05	17.6471	71.4706	D
Single Star	https://www.singlestar.jp/product/246257	DMR	Sylvan Library (Borderless)		JP	17.6	4	9.4	53.4091	502.045	C
Single Star	https://www.singlestar.jp/product/246262	DMR	Hunting Grounds (Borderless)		EN	1.37	12	0.24	17.5182	4.20438	D
Single Star	https://www.singlestar.jp/product/246263	DMR	Hunting Grounds (Borderless)		JP	1.37	12	0.24	17.5182	4.20438	D
Single Star	https://www.singlestar.jp/product/246264	DMR	Gauntlet of Power		EN	2.14	3	0.26	12.1495	3.15888	D
Single Star	https://www.singlestar.jp/product/246265	DMR	Gauntlet of Power		JP	2.14	3	0.26	12.1495	3.15888	D
Single Star	https://www.singlestar.jp/product/246268	DMR	Gauntlet of Power (Borderless)		EN	2.14	8	0.21	9.81307	2.06074	D
Single Star	https://www.singlestar.jp/product/246269	DMR	Gauntlet of Power (Borderless)		JP	1.76	12	0.59	33.5227	19.7784	D
Single Star	https://www.singlestar.jp/product/246277	DMR	Urza's Incubator		JP	8.8	4	9.2	104.545	961.818	C
Single Star	https://www.singlestar.jp/product/246278	DMR	Urza's Incubator (Retro Frame)		EN	13.23	4	3.07	23.2048	71.2389	D
Single Star	https://www.singlestar.jp/product/246279	DMR	Urza's Incubator (Retro Frame)		JP	7.49	3	8.81	117.623	1036.26	C
Single Star	https://www.singlestar.jp/product/246280	DMR	Urza's Incubator (Borderless)		EN	12.62	8	3.38	26.7829	90.5261	D
Single Star	https://www.singlestar.jp/product/246281	DMR	Urza's Incubator (Borderless)		JP	5.96	4	10.04	168.456	1691.3	C
Single Star	https://www.singlestar.jp/product/246292	DMR	Enlightened Tutor		EN	14.15	4	0.85	6.00708	5.10602	D
Single Star	https://www.singlestar.jp/product/246294	DMR	Enlightened Tutor (Retro Frame)		EN	11.47	8	1.53	13.3391	20.4089	D
Single Star	https://www.singlestar.jp/product/246295	DMR	Enlightened Tutor (Retro Frame)		JP	8.41	3	4.59	54.5779	250.513	D
Single Star	https://www.singlestar.jp/product/246296	DMR	Enlightened Tutor (Borderless)		EN	11.47	12	1.53	13.3391	20.4089	D
Single Star	https://www.singlestar.jp/product/246297	DMR	Enlightened Tutor (Borderless)		JP	6.88	6	6.12	88.9535	544.395	C
Single Star	https://www.singlestar.jp/product/246315	DMR	Windborn Muse (Borderless)		JP	0.22	13	0.01	4.54546	0.0454546	D
Single Star	https://www.singlestar.jp/product/246336	DMR	Mystic Remora (Borderless)		EN	3.29	12	0.4	12.1581	4.86322	D
Single Star	https://www.singlestar.jp/product/246337	DMR	Mystic Remora (Borderless)		JP	3.44	6	0.25	7.26744	1.81686	D
Single Star	https://www.singlestar.jp/product/246341	DMR	Mystical Tutor (Retro Frame)		JP	4.43	1	0.47	10.6095	4.98646	D
Single Star	https://www.singlestar.jp/product/246342	DMR	Mystical Tutor (Borderless)		EN	5.35	12	0.8	14.9533	11.9626	D
Single Star	https://www.singlestar.jp/product/246343	DMR	Mystical Tutor (Borderless)		JP	3.82	6	2.33	60.9948	142.118	D
Single Star	https://www.singlestar.jp/product/246392	DMR	Gamble (Retro Frame)		EN	2.52	11	0.43	17.0635	7.33731	D
Single Star	https://www.singlestar.jp/product/246394	DMR	Gamble (Borderless)		EN	2.52	12	0.48	19.0476	9.14286	D
Single Star	https://www.singlestar.jp/product/246395	DMR	Gamble (Borderless)		JP	2.29	8	0.71	31.0044	22.0131	D
Single Star	https://www.singlestar.jp/product/246434	DMR	Birds of Paradise (Borderless)		EN	3.82	16	1.67	43.7173	73.0078	D
Single Star	https://www.singlestar.jp/product/246435	DMR	Birds of Paradise (Borderless)		JP	3.29	12	2.2	66.8693	147.112	D
Single Star	https://www.singlestar.jp/product/246437	DMR	Exploration		JP	4.59	2	1.91	41.6122	79.4793	D
Single Star	https://www.singlestar.jp/product/246438	DMR	Exploration (Retro Frame)		EN	5.96	8	0.53	8.89261	4.71308	D
Single Star	https://www.singlestar.jp/product/246439	DMR	Exploration (Retro Frame)		JP	3.82	2	2.67	69.8953	186.62	D
Single Star	https://www.singlestar.jp/product/246453	DMR	Worldly Tutor		JP	7.88	1	2.61	33.1218	86.448	D
Single Star	https://www.singlestar.jp/product/246455	DMR	Worldly Tutor (Retro Frame)		JP	5.58	3	3.3	59.1398	195.161	D
Single Star	https://www.singlestar.jp/product/246456	DMR	Worldly Tutor (Borderless)		EN	8.41	12	1.08	12.8419	13.8692	D
Single Star	https://www.singlestar.jp/product/246457	DMR	Worldly Tutor (Borderless)		JP	4.59	7	4.9	106.754	523.094	D
Single Star	https://www.singlestar.jp/product/246544	DMR	Clifftop Retreat (Retro Frame)		EN	1.37	12	0.13	9.48905	1.23358	D
Single Star	https://www.singlestar.jp/product/246554	DMR	Hinterland Harbor (Retro Frame)		EN	1.91	8	0.0300001	1.57069	0.0471208	D
Single Star	https://www.singlestar.jp/product/246555	DMR	Hinterland Harbor (Retro Frame)		JP	1.76	8	0.18	10.2273	1.84091	D
Single Star	https://www.singlestar.jp/product/246562	DMR	Maze of Ith (Retro Frame)		EN	1.91	12	0.29	15.1832	4.40314	D
Single Star	https://www.singlestar.jp/product/246563	DMR	Maze of Ith (Retro Frame)		JP	2.14	8	0.0599999	2.80373	0.168224	D
Single Star	https://www.singlestar.jp/product/246564	DMR	Maze of Ith (Borderless)		EN	2.67	12	0.23	8.61423	1.98127	D
Single Star	https://www.singlestar.jp/product/246565	DMR	Maze of Ith (Borderless)		JP	1.37	12	1.53	111.679	170.869	D
Single Star	https://www.singlestar.jp/product/246571	DMR	Woodland Cemetery		JP	1.76	3	0.14	7.95455	1.11364	D
Single Star	https://www.singlestar.jp/product/249182	DMR	Lyra Dawnbringer (Borderless)	Foil	EN	12.47	4	3.07	24.6191	75.5806	D
Single Star	https://www.singlestar.jp/product/249183	DMR	Lyra Dawnbringer (Borderless)	Foil	JP	13.23	4	2.31	17.4603	40.3334	D
Single Star	https://www.singlestar.jp/product/249200	DMR	Time Stretch	Foil	EN	3.29	8	1.95	59.2705	115.577	D
Single Star	https://www.singlestar.jp/product/249201	DMR	Time Stretch	Foil	JP	3.29	8	1.95	59.2705	115.577	D
Single Star	https://www.singlestar.jp/product/249205	DMR	Time Stretch (Borderless)	Foil	JP	5.96	4	2.69	45.1342	121.411	D
Single Star	https://www.singlestar.jp/product/249206	DMR	Urza, Lord High Artificer	Foil	EN	21.42	3	0.49	2.28758	1.12091	D
Single Star	https://www.singlestar.jp/product/249212	DMR	No Mercy	Foil	EN	5.58	4	5.13	91.9355	471.629	C
Single Star	https://www.singlestar.jp/product/249213	DMR	No Mercy	Foil	JP	3.82	8	6.89	180.366	1242.73	C
Single Star	https://www.singlestar.jp/product/249215	DMR	No Mercy	Foil	JP	5.96	4	4.75	79.698	378.565	D
Single Star	https://www.singlestar.jp/product/249217	DMR	No Mercy (Borderless)	Foil	JP	11.7	4	3.42	29.2308	99.9692	D
Single Star	https://www.singlestar.jp/product/247126	DMR	Vampiric Tutor	Foil	EN	26.63	1	8.76	32.8952	288.162	C
Single Star	https://www.singlestar.jp/product/249219	DMR	Vampiric Tutor	Foil	JP	22.8	3	12.59	55.2193	695.211	C
Single Star	https://www.singlestar.jp/product/247130	DMR	Vampiric Tutor (Borderless)	Foil	EN	42.85	1	25.65	59.86	1535.41	C
Single Star	https://www.singlestar.jp/product/249222	DMR	Vampiric Tutor (Borderless)	Foil	EN	51.65	4	16.85	32.6234	549.705	C
Single Star	https://www.singlestar.jp/product/249223	DMR	Vampiric Tutor (Borderless)	Foil	JP	29.46	4	39.04	132.519	5173.53	C
Single Star	https://www.singlestar.jp/product/249224	DMR	Yawgmoth, Thran Physician	Foil	EN	11.86	4	7.28	61.3828	446.867	C
Single Star	https://www.singlestar.jp/product/249225	DMR	Yawgmoth, Thran Physician	Foil	JP	18.59	4	0.549999	2.95857	1.62721	D
Single Star	https://www.singlestar.jp/product/249236	DMR	Sneak Attack	Foil	EN	4.97	8	3.26	65.5936	213.835	D
Single Star	https://www.singlestar.jp/product/249237	DMR	Sneak Attack	Foil	JP	7.11	4	1.12	15.7525	17.6427	D
Single Star	https://www.singlestar.jp/product/249257	DMR	Sylvan Library	Foil	JP	18.97	4	9.06	47.7596	432.702	C
Single Star	https://www.singlestar.jp/product/249260	DMR	Sylvan Library (Borderless)	Foil	EN	53.41	4	16.55	30.9867	512.83	C
Single Star	https://www.singlestar.jp/product/249261	DMR	Sylvan Library (Borderless)	Foil	JP	48.82	4	21.14	43.3019	915.403	C
Single Star	https://www.singlestar.jp/product/247177	DMR	Gauntlet of Power	Foil	JP	2.14	1	1.21	56.542	68.4159	D
Single Star	https://www.singlestar.jp/product/249268	DMR	Gauntlet of Power	Foil	EN	2.14	8	1.21	56.542	68.4159	D
Single Star	https://www.singlestar.jp/product/249269	DMR	Gauntlet of Power	Foil	JP	2.14	8	1.21	56.542	68.4159	D
Single Star	https://www.singlestar.jp/product/249272	DMR	Gauntlet of Power (Borderless)	Foil	EN	4.97	4	0.24	4.82898	1.15896	D
Single Star	https://www.singlestar.jp/product/249273	DMR	Gauntlet of Power (Borderless)	Foil	JP	4.2	4	1.01	24.0476	24.2881	D
Single Star	https://www.singlestar.jp/product/249280	DMR	Urza's Incubator	Foil	EN	13.23	4	9.19	69.4633	638.368	C
Single Star	https://www.singlestar.jp/product/249281	DMR	Urza's Incubator	Foil	JP	8.26	4	14.16	171.429	2427.43	C
Single Star	https://www.singlestar.jp/product/249282	DMR	Urza's Incubator	Foil	EN	21.42	8	1	4.66853	4.66853	D
Single Star	https://www.singlestar.jp/product/249283	DMR	Urza's Incubator	Foil	JP	11.7	4	10.72	91.6239	982.209	C
Single Star	https://www.singlestar.jp/product/249284	DMR	Urza's Incubator (Borderless)	Foil	EN	23.57	4	3.16	13.4069	42.3657	D
Single Star	https://www.singlestar.jp/product/249285	DMR	Urza's Incubator (Borderless)	Foil	JP	11.7	4	15.03	128.462	1930.78	C
Single Star	https://www.singlestar.jp/product/247204	DMR	Enlightened Tutor	Foil	EN	12.09	8	6.7	55.4177	371.299	C
Single Star	https://www.singlestar.jp/product/247205	DMR	Enlightened Tutor	Foil	JP	9.03	4	9.76	108.084	1054.9	C
Single Star	https://www.singlestar.jp/product/249295	DMR	Enlightened Tutor	Foil	JP	15.91	8	2.88	18.1018	52.1333	D
Single Star	https://www.singlestar.jp/product/247208	DMR	Enlightened Tutor (Borderless)	Foil	EN	23.57	3	2.07	8.78235	18.1795	D
Single Star	https://www.singlestar.jp/product/249296	DMR	Enlightened Tutor (Borderless)	Foil	EN	18.59	8	7.05	37.9236	267.361	C
Single Star	https://www.singlestar.jp/product/249297	DMR	Enlightened Tutor (Borderless)	Foil	JP	13.23	4	12.41	93.802	1164.08	C
Single Star	https://www.singlestar.jp/product/247228	DMR	Wrath of God	Foil	EN	1.76	12	0.78	44.3182	34.5682	D
Single Star	https://www.singlestar.jp/product/247229	DMR	Wrath of God	Foil	JP	2.14	8	0.4	18.6916	7.47663	D
Single Star	https://www.singlestar.jp/product/249310	DMR	Wrath of God (Borderless)	Foil	EN	3.82	8	0.72	18.8482	13.5707	D
Single Star	https://www.singlestar.jp/product/249311	DMR	Wrath of God (Borderless)	Foil	JP	3.82	8	0.72	18.8482	13.5707	D
Single Star	https://www.singlestar.jp/product/247250	DMR	Mystical Tutor	Foil	EN	5.58	8	3.29	58.9606	193.98	D
Single Star	https://www.singlestar.jp/product/247251	DMR	Mystical Tutor	Foil	JP	6.73	4	2.14	31.7979	68.0475	D
Single Star	https://www.singlestar.jp/product/249325	DMR	Mystical Tutor (Borderless)	Foil	JP	7.88	4	5.01	63.5787	318.529	C
Single Star	https://www.singlestar.jp/product/249349	DMR	Oversold Cemetery (Borderless)	Foil	JP	2.14	8	0.26	12.1495	3.15888	D
Single Star	https://www.singlestar.jp/product/247298	DMR	Royal Assassin	Foil	EN	0.38	12	0.02	5.26316	0.105263	D
Single Star	https://www.singlestar.jp/product/247299	DMR	Royal Assassin	Foil	JP	0.38	12	0.02	5.26316	0.105263	D
Single Star	https://www.singlestar.jp/product/247302	DMR	Gamble	Foil	EN	2.9	8	1.32	45.5172	60.0827	D
Single Star	https://www.singlestar.jp/product/247303	DMR	Gamble	Foil	JP	2.9	7	1.32	45.5172	60.0827	D
Single Star	https://www.singlestar.jp/product/249354	DMR	Gamble (Borderless)	Foil	EN	7.49	8	0.14	1.86917	0.261684	D
Single Star	https://www.singlestar.jp/product/249355	DMR	Gamble (Borderless)	Foil	JP	7.11	4	0.52	7.31364	3.8031	D
Single Star	https://www.singlestar.jp/product/247318	DMR	Pashalik Mons	Foil	EN	0.38	12	0.03	7.89474	0.236842	D
Single Star	https://www.singlestar.jp/product/247319	DMR	Pashalik Mons	Foil	JP	0.38	12	0.03	7.89474	0.236842	D
Single Star	https://www.singlestar.jp/product/247342	DMR	Birds of Paradise	Foil	EN	4.59	8	2.18	47.4945	103.538	D
Single Star	https://www.singlestar.jp/product/247343	DMR	Birds of Paradise	Foil	JP	5.35	3	1.42	26.5421	37.6897	D
Single Star	https://www.singlestar.jp/product/249378	DMR	Birds of Paradise (Borderless)	Foil	EN	8.26	8	2.25	27.2397	61.2893	D
Single Star	https://www.singlestar.jp/product/249379	DMR	Birds of Paradise (Borderless)	Foil	JP	8.26	4	2.25	27.2397	61.2893	D
Single Star	https://www.singlestar.jp/product/247348	DMR	Exploration	Foil	EN	5.58	8	3.15	56.4516	177.823	D
Single Star	https://www.singlestar.jp/product/247349	DMR	Exploration	Foil	JP	4.97	4	3.76	75.6539	284.459	D
Single Star	https://www.singlestar.jp/product/249380	DMR	Exploration	Foil	EN	8.26	8	0.469999	5.69006	2.67433	D
Single Star	https://www.singlestar.jp/product/249381	DMR	Exploration	Foil	JP	7.88	4	0.849999	10.7868	9.16877	D
Single Star	https://www.singlestar.jp/product/247365	DMR	Worldly Tutor	Foil	JP	9.18	4	1.97	21.4597	42.2756	D
Single Star	https://www.singlestar.jp/product/249390	DMR	Worldly Tutor (Borderless)	Foil	EN	15.91	8	0.77	4.83973	3.72659	D
Single Star	https://www.singlestar.jp/product/249391	DMR	Worldly Tutor (Borderless)	Foil	JP	8.26	4	8.42	101.937	858.31	C
Single Star	https://www.singlestar.jp/product/247414	DMR	Crawlspace	Foil	EN	1.76	12	0.14	7.95455	1.11364	D
Single Star	https://www.singlestar.jp/product/247415	DMR	Crawlspace	Foil	JP	1.37	12	0.53	38.6861	20.5037	D
Single Star	https://www.singlestar.jp/product/247454	DMR	Clifftop Retreat	Foil	EN	1.76	12	0.9	51.1364	46.0227	D
Single Star	https://www.singlestar.jp/product/247455	DMR	Clifftop Retreat	Foil	JP	1.76	12	0.9	51.1364	46.0227	D
Single Star	https://www.singlestar.jp/product/247464	DMR	Hinterland Harbor	Foil	EN	1.37	12	0.9	65.6934	59.1241	D
Single Star	https://www.singlestar.jp/product/247465	DMR	Hinterland Harbor	Foil	JP	1.76	8	0.51	28.9773	14.7784	D
Single Star	https://www.singlestar.jp/product/247468	DMR	Isolated Chapel	Foil	EN	1.76	12	1.11	63.0682	70.0057	D
Single Star	https://www.singlestar.jp/product/247469	DMR	Isolated Chapel	Foil	JP	2.14	8	0.73	34.1121	24.9019	D
Single Star	https://www.singlestar.jp/product/247472	DMR	Maze of Ith	Foil	EN	2.14	12	1.04	48.5981	50.542	D
Single Star	https://www.singlestar.jp/product/249453	DMR	Maze of Ith (Borderless)	Foil	JP	4.59	8	3.11	67.756	210.721	D
Single Star	https://www.singlestar.jp/product/247478	DMR	Sulfur Falls	Foil	EN	2.14	8	0.28	13.0841	3.66355	D
Single Star	https://www.singlestar.jp/product/247479	DMR	Sulfur Falls	Foil	JP	1.76	12	0.66	37.5	24.75	D
Single Star	https://www.singlestar.jp/product/247482	DMR	Woodland Cemetery	Foil	EN	1.76	12	1	56.8182	56.8182	D
Single Star	https://www.singlestar.jp/product/247483	DMR	Woodland Cemetery	Foil	JP	2.14	8	0.62	28.972	17.9626	D
Single Star	https://www.singlestar.jp/product/247504	DMR	Swords to Plowshares	Foil	EN	1.37	12	0.2	14.5985	2.91971	D
Single Star	https://www.singlestar.jp/product/247505	DMR	Swords to Plowshares	Foil	JP	1.37	12	0.2	14.5985	2.91971	D
Single Star	https://www.singlestar.jp/product/247506	DMR	Swords to Plowshares (Retro Frame)	Foil	EN	4.82	10	0.0499997	1.03734	0.0518665	D
Single Star	https://www.singlestar.jp/product/247526	DMR	High Tide (Borderless)	Foil	EN	3.44	12	0.37	10.7558	3.97965	D
Single Star	https://www.singlestar.jp/product/247548	DMR	Dread Return (Retro Frame)	Foil	EN	1.37	12	0.54	39.416	21.2847	D
Single Star	https://www.singlestar.jp/product/247614	DMR	Nature's Lore	Foil	EN	0.99	12	0.76	76.7677	58.3434	D
Single Star	https://www.singlestar.jp/product/247615	DMR	Nature's Lore	Foil	JP	0.99	12	0.76	76.7677	58.3434	D
Single Star	https://www.singlestar.jp/product/247616	DMR	Nature's Lore (Retro Frame)	Foil	EN	2.52	12	4.43	175.794	778.766	D
Single Star	https://www.singlestar.jp/product/247617	DMR	Nature's Lore (Retro Frame)	Foil	JP	3.67	4	3.28	89.3733	293.144	D
Single Star	https://www.singlestar.jp/product/247660	DMR	Tatyova, Benthic Druid (Retro Frame)	Foil	EN	1.37	12	1.33	97.0803	129.117	D
Single Star	https://www.singlestar.jp/product/247661	DMR	Tatyova, Benthic Druid (Retro Frame)	Foil	JP	2.52	3	0.18	7.14287	1.28572	D
Single Star	https://www.singlestar.jp/product/247662	DMR	Tiana, Ship's Caretaker	Foil	EN	0.22	12	0.01	4.54546	0.0454546	D
Single Star	https://www.singlestar.jp/product/247663	DMR	Tiana, Ship's Caretaker	Foil	JP	0.22	12	0.01	4.54546	0.0454546	D
Single Star	https://www.singlestar.jp/product/247778	DMR	Counterspell	Foil	EN	0.76	16	0.21	27.6316	5.80263	D
Single Star	https://www.singlestar.jp/product/247779	DMR	Counterspell	Foil	JP	0.76	16	0.21	27.6316	5.80263	D
Single Star	https://www.singlestar.jp/product/247780	DMR	Counterspell (Retro Frame)	Foil	EN	1.53	16	0.35	22.8758	8.00654	D
Single Star	https://www.singlestar.jp/product/247781	DMR	Counterspell (Retro Frame)	Foil	JP	1.76	12	0.12	6.81819	0.818183	D
Single Star	https://www.singlestar.jp/product/247884	DMR	Lightning Reflexes	Foil	EN	0.22	16	0.04	18.1818	0.727272	D
Single Star	https://www.singlestar.jp/product/247885	DMR	Lightning Reflexes	Foil	JP	0.22	20	0.04	18.1818	0.727272	D
Single Star	https://www.singlestar.jp/product/247983	DMR	Island (404) (Retro Frame)	Foil	JP	2.14	16	0.34	15.8878	5.40187	D
Single Star	https://www.singlestar.jp/product/247993	DMR	Mountain (409) (Retro Frame)	Foil	JP	1.37	20	0.15	10.9489	1.64234	D
Single Star	https://www.singlestar.jp/product/236013	DMU	Vesuvan Duplimancy		JP	1.37	12	1.88	137.226	257.985	D
Single Star	https://www.singlestar.jp/product/236015	DMU	Vesuvan Duplimancy		JP	2.14	8	1.11	51.8692	57.5748	D
Single Star	https://www.singlestar.jp/product/234930	DMU	Sheoldred, the Apocalypse		JP	65.27	3	4.71001	7.21619	33.9883	D
Single Star	https://www.singlestar.jp/product/234931	DMU	Sheoldred, the Apocalypse (Showcase)		EN	63.74	4	0.149998	0.235331	0.0352991	D
Single Star	https://www.singlestar.jp/product/234932	DMU	Sheoldred, the Apocalypse (Showcase)		JP	62.21	4	1.68	2.70053	4.53689	D
Single Star	https://www.singlestar.jp/product/234938	DMU	Shivan Devastator		EN	3.29	4	0.18	5.47112	0.984802	D
Single Star	https://www.singlestar.jp/product/236100	DMU	Silverback Elder		EN	4.82	4	0.79	16.39	12.9481	D
Single Star	https://www.singlestar.jp/product/236101	DMU	Silverback Elder		JP	2.29	8	3.32	144.978	481.328	D
Single Star	https://www.singlestar.jp/product/236103	DMU	Silverback Elder		JP	3.67	4	1.94	52.861	102.55	D
Single Star	https://www.singlestar.jp/product/234950	DMU	Ajani, Sleeper Agent (Borderless) (375)		JP	3.29	4	0.66	20.0608	13.2401	D
Single Star	https://www.singlestar.jp/product/234951	DMU	Ajani, Sleeper Agent (376)		EN	7.27	4	0.73	10.0413	7.33012	D
Single Star	https://www.singlestar.jp/product/234952	DMU	Ajani, Sleeper Agent (376)		JP	2.52	4	5.48	217.46	1191.68	A
Single Star	https://www.singlestar.jp/product/236105	DMU	Jodah, the Unifier		JP	1.76	12	0.66	37.5	24.75	D
Single Star	https://www.singlestar.jp/product/235872	DMU	Jodah, the Unifier (Showcase)		JP	1.76	12	0.22	12.5	2.75	D
Single Star	https://www.singlestar.jp/product/236017	DMU	Rith, Liberated Primeval		JP	0.61	16	0.24	39.3443	9.44262	D
Single Star	https://www.singlestar.jp/product/235286	DMU	Timeless Lotus		JP	5.73	3	4.27	74.5201	318.201	D
Single Star	https://www.singlestar.jp/product/234979	DMU	Braids, Arisen Nightmare		EN	1.37	12	0.13	9.48905	1.23358	D
Single Star	https://www.singlestar.jp/product/234980	DMU	Braids, Arisen Nightmare		JP	0.61	18	0.89	145.902	129.852	D
Single Star	https://www.singlestar.jp/product/234981	DMU	Braids, Arisen Nightmare (Showcase)		EN	1.37	12	0.6	43.7956	26.2774	D
Single Star	https://www.singlestar.jp/product/234982	DMU	Braids, Arisen Nightmare (Showcase)		JP	0.61	13	1.36	222.951	303.213	B
Single Star	https://www.singlestar.jp/product/235153	DMU	Defiler of Vigor		EN	1.53	8	0.47	30.719	14.4379	D
Single Star	https://www.singlestar.jp/product/235154	DMU	Defiler of Vigor		JP	1.37	12	0.63	45.9854	28.9708	D
Single Star	https://www.singlestar.jp/product/236031	DMU	Leaf-Crowned Visionary		JP	1.37	12	1.12	81.7518	91.562	D
Single Star	https://www.singlestar.jp/product/236033	DMU	Leaf-Crowned Visionary		JP	2.14	8	0.35	16.3551	5.7243	D
Single Star	https://www.singlestar.jp/product/235019	DMU	Nemata, Primeval Warden		EN	0.15	20	0.04	26.6667	1.06667	D
Single Star	https://www.singlestar.jp/product/235913	DMU	Rivaz of the Claw		EN	0.22	20	0.03	13.6364	0.409091	D
Single Star	https://www.singlestar.jp/product/235025	DMU	Adarkar Wastes (Borderless)		EN	2.14	12	0.46	21.4953	9.88784	D
Single Star	https://www.singlestar.jp/product/235026	DMU	Adarkar Wastes (Borderless)		JP	2.29	12	0.31	13.5371	4.19651	D
Single Star	https://www.singlestar.jp/product/235040	DMU	Sulfurous Springs		JP	2.52	7	0.41	16.2699	6.67064	D
Single Star	https://www.singlestar.jp/product/235041	DMU	Sulfurous Springs (Borderless)		EN	1.53	12	0.66	43.1373	28.4706	D
Single Star	https://www.singlestar.jp/product/235042	DMU	Sulfurous Springs (Borderless)		JP	1.91	11	0.28	14.6597	4.10471	D
Single Star	https://www.singlestar.jp/product/236071	DMU	Elas il-Kor, Sadistic Pilgrim		JP	0.22	17	0.03	13.6364	0.409091	D
Single Star	https://www.singlestar.jp/product/235203	DMU	Queen Allenal of Ruadach		EN	0.07	16	0.01	14.2857	0.142857	D
Single Star	https://www.singlestar.jp/product/236143	DMU	Relic of Legends		JP	0.61	14	0.38	62.2951	23.6721	D
Single Star	https://www.singlestar.jp/product/236260	DMU	Sacred Peaks		EN	0.15	1	0.04	26.6667	1.06667	D
Single Star	https://www.singlestar.jp/product/236261	DMU	Sacred Peaks		JP	0.15	20	0.04	26.6667	1.06667	D
Single Star	https://www.singlestar.jp/product/236262	DMU	Sunlit Marsh		EN	0.15	3	0.02	13.3333	0.266667	D
Single Star	https://www.singlestar.jp/product/236263	DMU	Sunlit Marsh		JP	0.15	20	0.02	13.3333	0.266667	D
Single Star	https://www.singlestar.jp/product/236264	DMU	Tangled Islet		EN	0.15	20	0.00999999	6.66666	0.0666665	D
Single Star	https://www.singlestar.jp/product/236265	DMU	Tangled Islet		JP	0.15	9	0.00999999	6.66666	0.0666665	D
Single Star	https://www.singlestar.jp/product/235106	DMU	Island (Showcase)		JP	0.61	18	0.04	6.55737	0.262295	D
Single Star	https://www.singlestar.jp/product/236335	DMU	Karn, Living Legacy (Borderless)	Foil	JP	3.67	4	0.38	10.3542	3.93461	D
Single Star	https://www.singlestar.jp/product/236350	DMU	Vesuvan Duplimancy	Foil	EN	3.67	4	0.84	22.8883	19.2262	D
Single Star	https://www.singlestar.jp/product/236351	DMU	Vesuvan Duplimancy	Foil	JP	2.52	4	1.99	78.9683	157.147	D
Single Star	https://www.singlestar.jp/product/236353	DMU	Vesuvan Duplimancy	Foil	JP	2.9	4	1.61	55.5172	89.3828	D
Single Star	https://www.singlestar.jp/product/236355	DMU	Vesuvan Duplimancy	Foil	JP	3.29	8	1.22	37.0821	45.2401	D
Single Star	https://www.singlestar.jp/product/236365	DMU	Sheoldred, the Apocalypse	Foil	JP	69.25	4	4.62	6.67149	30.8223	D
Single Star	https://www.singlestar.jp/product/236370	DMU	Sheoldred, the Apocalypse	Foil	EN	61.83	4	12.04	19.4728	234.452	C
Single Star	https://www.singlestar.jp/product/236371	DMU	Sheoldred, the Apocalypse	Foil	JP	61.83	4	12.04	19.4728	234.452	C
Single Star	https://www.singlestar.jp/product/236374	DMU	Sheoldred, the Apocalypse	Foil	EN	67.34	4	6.53001	9.69707	63.3219	C
Single Star	https://www.singlestar.jp/product/236375	DMU	Sheoldred, the Apocalypse	Foil	JP	56.86	2	17.01	29.9156	508.864	C
Single Star	https://www.singlestar.jp/product/236384	DMU	Shivan Devastator	Foil	EN	4.2	2	0.86	20.4762	17.6095	D
